timestamp,energon_total_in_power_W,energon_cpu_in_power_W,energon_gpu_in_power_W,energon_cpu_total_usage_percentage,energon_gpu_total_usage_percentage,energon_ram_used_percentage,target,other_clients
1692058631.8528872,265.2645620000095,17.292253000021446,142.58,16.947040498442366,37.0,34.873602438490316,edge,5
1692058632.855846,265.2645620000095,17.292253000021446,142.58,16.947040498442366,37.0,34.873602438490316,edge,5
1692058634.8619614,204.87055300000821,27.73918699999922,44.07,16.718847839699436,92.0,34.86040676627131,edge,5
1692058635.8650448,258.23873900000586,31.031841999996686,85.83,17.228464419475653,70.0,34.97439889780558,edge,5
1692058637.8713772,254.35193899999956,29.743332000012742,85.61,18.11955168119551,88.0,34.920068183049565,edge,5
1692058638.8745768,254.35193899999956,29.743332000012742,85.61,18.11955168119551,88.0,34.920068183049565,edge,5
1692058640.8813076,247.9182060000149,27.491139999998268,85.08,18.587360594795545,91.0,34.881742058439976,edge,5
1692058641.8872468,247.9182060000149,27.491139999998268,85.08,18.587360594795545,91.0,34.881742058439976,edge,5
1692058643.8932633,262.032114000005,32.74643699999433,85.34,18.47014925373134,66.0,34.84673669902457,edge,5
1692058644.8960829,253.05651699996088,29.35337999998592,85.25,17.843866171003718,93.0,34.90206614015477,edge,5
1692058646.9036324,242.4078079999809,29.346908999985317,79.79,18.357187305538268,73.0,34.90438817897476,edge,5
1692058647.907098,242.4078079999809,29.346908999985317,79.79,18.357187305538268,73.0,34.90438817897476,edge,5
1692058649.913109,249.28068699999713,27.773122000013245,86.65,16.31382316313823,92.0,34.92544882139052,edge,5
1692058650.9182804,257.4839829999697,30.28434699997888,85.89,17.712865133623367,84.0,34.9766460321475,edge,5
1692058652.9249408,257.4839829999697,30.28434699997888,85.89,17.712865133623367,84.0,34.9766460321475,edge,5
1692058653.9278197,256.72475900001007,30.643903999996837,85.9,17.832817337461304,67.0,34.94566054638822,edge,5
1692058655.9370651,256.598097000001,30.600508000003174,86.29,16.36477201748907,91.0,34.86949517627645,edge,5
1692058656.9408174,256.598097000001,30.600508000003174,86.29,16.36477201748907,91.0,34.86949517627645,edge,5
1692058658.9462419,262.3746909999964,32.532998000009684,85.54,16.61481020535158,93.0,34.93097926868761,edge,5
1692058659.9522336,258.652843999993,31.776652000000468,85.66,15.48507462686567,67.0,34.87912040170772,edge,5
1692058661.9597938,228.22836800003307,24.767210000019986,77.82,17.830423940149633,76.0,34.89648575653897,edge,5
1692058662.9629602,228.22836800003307,24.767210000019986,77.82,17.830423940149633,76.0,34.89648575653897,edge,5
1692058664.9690819,251.27622100000852,29.100877999997465,86.03,17.679900744416877,92.0,34.884101549499,edge,5
1692058665.9723377,251.27622100000852,29.100877999997465,86.03,17.679900744416877,92.0,34.884101549499,edge,5
1692058667.978258,256.5558729999792,29.985396999982186,86.09,19.677219118559897,75.0,34.900980025222836,edge,5
1692058668.9811969,255.81708899997875,30.30851599999005,85.73,16.273291925465838,69.0,34.956671504663674,edge,5
1692058670.9869409,254.8520070000249,29.08433700000751,87.92,17.812499999999996,93.0,34.879245242504496,edge,5
1692058671.9900146,254.8520070000249,29.08433700000751,87.92,17.812499999999996,93.0,34.879245242504496,edge,5
1692058673.9964106,259.3154029999743,30.523359999991953,86.45,17.162329615861218,81.0,34.82566357252913,edge,5
1692058675.0080776,260.85631400001586,32.317055000021355,85.8,15.615240474703306,92.0,34.804652866432086,edge,10
1692058677.0146198,260.85631400001586,32.317055000021355,85.8,15.615240474703306,92.0,34.804652866432086,edge,10
1692058678.0183918,227.95750700002304,26.50359400000889,76.24,18.232385661310257,92.0,34.791906621081466,edge,10
1692058680.0242412,268.802583999997,34.08389700000407,87.93,18.30550401978973,92.0,34.831730835252344,edge,10
1692058681.0301964,268.802583999997,34.08389700000407,87.93,18.30550401978973,92.0,34.831730835252344,edge,10
1692058683.0372689,266.11593999996666,33.6722159999772,85.93,15.351149782473584,78.0,34.89623607494543,edge,10
1692058684.04051,269.76660500001975,33.551854999997886,88.96,17.643429981492908,75.0,34.92659735672084,edge,10
1692058686.046462,259.40629000000655,30.58768999998574,87.32,20.21013597033374,69.0,34.83285440242331,edge,10
1692058687.0494115,259.40629000000655,30.58768999998574,87.32,20.21013597033374,69.0,34.83285440242331,edge,10
1692058689.0559447,258.73358099999024,30.928753999993205,86.8,18.018575851393194,73.0,34.805788917682726,edge,10
1692058690.061361,258.73358099999024,30.928753999993205,86.8,18.018575851393194,73.0,34.805788917682726,edge,10
1692058692.0677776,267.25053700000166,32.60611799999606,88.92,11.166562694946979,93.0,34.86460141704292,edge,10
1692058693.0705762,247.6362229999632,27.599049999989802,84.58,13.503422526446796,85.0,34.92669722935826,edge,10
1692058695.077906,270.08138399999007,34.01987099999678,88.75,17.894736842105264,92.0,34.905386905348955,edge,10
1692058696.0813107,270.08138399999007,34.01987099999678,88.75,17.894736842105264,92.0,34.905386905348955,edge,10
1692058698.0892556,262.22191499998445,32.08048399997642,87.3,17.461300309597526,92.0,34.92397569998859,edge,10
1692058699.0915186,262.22191499998445,32.08048399997642,87.3,17.461300309597526,92.0,34.92397569998859,edge,10
1692058701.0983129,261.213493,31.07938800001284,86.3,17.101990049751247,92.0,34.95826946686238,edge,10
1692058702.100833,266.8611320000072,32.553810999990674,88.17,17.02786377708978,92.0,34.961015964391414,edge,10
1692058704.1088414,262.2892759999889,32.157022999977926,86.07,18.53688778673279,91.0,34.9784187714617,edge,10
1692058705.1120741,262.2892759999889,32.157022999977926,86.07,18.53688778673279,91.0,34.9784187714617,edge,10
1692058707.1182914,239.19413499998979,26.756523999996716,80.29,16.33663366336634,61.0,34.94457443145629,edge,10
1692058708.1228518,257.7189620000217,30.175216000003275,86.71,17.420954742715434,59.0,34.91745901039699,edge,10
1692058710.1318004,257.7189620000217,30.175216000003275,86.71,17.420954742715434,59.0,34.91745901039699,edge,10
1692058711.1353464,263.0598899999808,31.788919999991776,87.4,18.525402726146222,77.0,34.93898156376081,edge,10
1692058713.1410434,260.32515399999215,29.623519999993732,88.78,17.846153846153847,94.0,34.953987427533036,edge,10
1692058714.1439347,260.32515399999215,29.623519999993732,88.78,17.846153846153847,94.0,34.953987427533036,edge,10
1692058716.1499228,266.9184729999839,33.347509999992326,87.89,17.48295102293862,92.0,34.96040424448722,edge,10
1692058717.153387,271.3853770000068,34.0761460000067,89.46,17.267080745341612,92.0,34.97434896148686,edge,10
1692058719.164701,211.20551400000812,26.531060000008438,68.68,13.515189088654678,93.0,34.92191582684182,edge,10
1692058720.1693645,211.20551400000812,26.531060000008438,68.68,13.515189088654678,93.0,34.92191582684182,edge,20
1692058722.175589,245.4033760000218,31.050763000006555,80.26,18.018575851393194,60.0,34.93444984283792,edge,20
1692058723.1793017,245.4033760000218,31.050763000006555,80.26,18.018575851393194,60.0,34.93444984283792,edge,20
1692058725.1851943,273.45299099999943,35.01486399999703,89.28,18.594527363184078,64.0,34.793791717112754,edge,20
1692058726.188107,269.9953970000299,33.14664400002221,89.24,16.480793060718714,92.0,34.85120599954907,edge,20
1692058728.1943393,273.60547499998006,34.73330900000292,89.51,17.883663366336634,88.0,34.7817820324631,edge,20
1692058729.1972115,273.60547499998006,34.73330900000292,89.51,17.883663366336634,88.0,34.7817820324631,edge,20
1692058731.2019105,273.30926200000334,34.552584999997634,89.96,17.369727047146398,89.0,34.8363374606533,edge,20
1692058732.2047582,273.0029089999653,34.71957599997404,89.54,16.811955168119553,87.0,34.877809573341594,edge,20
1692058734.2103703,273.0029089999653,34.71957599997404,89.54,16.811955168119553,87.0,34.877809573341594,edge,20
1692058735.2135537,272.6967700000131,34.51022699999157,89.34,17.748917748917748,92.0,34.90659786107766,edge,20
1692058737.2203352,271.1229550000059,33.82944200001657,89.43,16.251556662515565,93.0,34.87158001758257,edge,20
1692058738.2232459,271.1229550000059,33.82944200001657,89.43,16.251556662515565,93.0,34.87158001758257,edge,20
1692058740.22933,279.2140480000188,37.70009900000878,89.38,16.882316697473808,93.0,34.82558866805107,edge,20
1692058741.2328846,270.88306999997235,33.95053599998937,89.01,16.31382316313823,93.0,34.81064522467723,edge,20
1692058743.2382636,269.63093199998605,33.00455399998464,89.39,16.872682323856615,93.0,34.79963426640177,edge,20
1692058744.2411795,269.63093199998605,33.00455399998464,89.39,16.872682323856615,93.0,34.79963426640177,edge,20
1692058746.2489545,274.6870139999862,35.28628599998774,89.26,16.114928169893815,92.0,34.79075808575114,edge,20
1692058747.251965,274.6870139999862,35.28628599998774,89.26,16.114928169893815,92.0,34.79075808575114,edge,20
1692058749.2577777,272.7196709999873,34.61892999999691,88.95,18.580246913580247,95.0,34.76459145474733,edge,20
1692058750.2636554,271.3767170000239,33.87173900002381,88.95,16.25310173697271,93.0,34.86161772200002,edge,20
1692058752.2701876,257.512140999987,29.335740999988047,87.31,18.04697156983931,92.0,34.83768574125846,edge,20
1692058753.2731333,257.512140999987,29.335740999988047,87.31,18.04697156983931,92.0,34.83768574125846,edge,20
1692058755.2786043,268.7483410000196,33.118568000005325,88.79,17.153511497824738,90.0,34.836387396972015,edge,20
1692058756.2814863,269.6576879999845,32.63809999998193,89.43,16.811955168119553,89.0,34.8813425678903,edge,20
1692058758.2876568,281.18842900001795,38.325829000008525,89.42,17.93444650587508,94.0,34.50583393527404,edge,20
1692058759.291084,281.18842900001795,38.325829000008525,89.42,17.93444650587508,94.0,34.50583393527404,edge,20
1692058761.2972152,258.6480870000122,31.470744999998715,84.34,17.286245353159845,93.0,34.51479750448241,edge,20
1692058762.3001683,258.6480870000122,31.470744999998715,84.34,17.286245353159845,93.0,34.51479750448241,edge,20
1692058764.3050482,270.75127700000417,33.58438700000988,89.28,15.960099750623446,93.0,34.56949025754906,edge,20
1692058765.307872,273.12731900000244,34.519931999995606,89.52,16.374999999999996,92.0,34.57160006701454,edge,30
1692058767.3167968,273.2948429999757,34.422030999994604,89.6,17.133956386292837,93.0,34.839633257688135,edge,30
1692058768.3189585,273.2948429999757,34.422030999994604,89.6,17.133956386292837,93.0,34.839633257688135,edge,30
1692058770.3253946,270.5674020000396,33.53842700002133,89.38,16.19106699751861,93.0,34.870231736977416,edge,30
1692058771.32844,258.65326500001714,30.22239599999739,86.92,16.943930991990143,94.0,34.84577542488941,edge,30
1692058773.334179,258.65326500001714,30.22239599999739,86.92,16.943930991990143,94.0,34.84577542488941,edge,30
1692058774.3372207,272.1758620000037,33.97330199999851,89.0,17.431761786600497,91.0,34.88426384253481,edge,30
1692058776.3422647,265.0545360000059,31.16703400001279,89.13,16.780185758513934,74.0,34.87850868180353,edge,30
1692058777.345301,265.0545360000059,31.16703400001279,89.13,16.780185758513934,74.0,34.87850868180353,edge,30
1692058779.3502889,270.19788700000265,33.30460299999686,89.39,16.666666666666664,94.0,34.89775913266607,edge,30
1692058780.3558872,269.1888139999984,32.640723999997135,89.37,18.02973977695167,92.0,34.855138484647455,edge,30
1692058782.3625693,251.593851999999,28.083180000016,85.46,18.13118811881188,93.0,34.88099301365933,edge,30
1692058783.3656201,251.593851999999,28.083180000016,85.46,18.13118811881188,93.0,34.88099301365933,edge,30
1692058785.3717186,251.52587499998276,27.120718999998644,86.76,17.377860235003094,93.0,34.797449552458225,edge,30
1692058786.3746645,251.52587499998276,27.120718999998644,86.76,17.377860235003094,93.0,34.797449552458225,edge,30
1692058788.3803093,273.24035799999837,35.700164999987464,87.95,18.497827436374926,95.0,34.75290635616929,edge,30
1692058789.3845282,272.2621349999961,34.029332000005525,89.47,17.286245353159845,91.0,34.803866369412404,edge,30
1692058791.3901582,272.370405999996,33.81955499999458,89.6,17.200986436498155,91.0,34.89505008737607,edge,30
1692058792.3932292,272.370405999996,33.81955499999458,89.6,17.200986436498155,91.0,34.89505008737607,edge,30
1692058794.4000754,270.7307589999924,33.58737699998892,88.85,16.866028708133975,87.0,34.82925898747622,edge,30
1692058795.404322,270.85562999999036,33.52255900000455,89.61,18.05210918114144,93.0,34.720847239557756,edge,30
1692058797.4092128,270.85562999999036,33.52255900000455,89.61,18.05210918114144,93.0,34.720847239557756,edge,30
1692058798.4124224,285.7917159999907,40.167316000006394,89.33,17.826086956521735,93.0,34.66288365761562,edge,30
1692058800.4181955,280.5253919999837,37.91402699999162,89.06,20.06211180124223,92.0,34.65042454609759,edge,30
1692058801.4218745,280.5253919999837,37.91402699999162,89.06,20.06211180124223,92.0,34.65042454609759,edge,30
1692058803.42801,275.76033899998293,35.50930899998639,89.55,16.30231105559026,94.0,34.72826278288613,edge,30
1692058804.4302468,268.1229100000195,32.24619500001427,89.11,16.770186335403725,93.0,34.78530254293213,edge,30
1692058806.4364185,260.05535999998335,29.876633000007132,87.86,18.288902665840045,91.0,34.781532350869554,edge,30
1692058807.4395785,260.05535999998335,29.876633000007132,87.86,18.288902665840045,91.0,34.781532350869554,edge,30
1692058809.4453197,272.65766299998154,34.305454999994254,89.26,18.93234016139044,91.0,34.90300244613057,edge,30
1692058810.4483922,272.65766299998154,34.305454999994254,89.26,18.93234016139044,91.0,34.90300244613057,split,1
1692058812.4576638,259.6442709999997,31.602945999999065,85.56,19.465174129353237,93.0,34.88894537241383,split,1
1692058813.4605954,200.98680999999632,21.157781999994768,70.1,9.345794392523366,19.0,34.78990916833308,split,1
1692058815.4742935,182.44492700001342,27.394094999996014,51.74,9.7394540942928,19.0,34.80930942815175,split,1
1692058816.481829,182.44492700001342,27.394094999996014,51.74,9.7394540942928,19.0,34.80930942815175,split,1
1692058818.4971607,163.04770299999393,17.591996000002837,55.62,11.11797405806053,28.0,34.651598049587264,split,1
1692058819.5031135,163.04770299999393,17.591996000002837,55.62,11.11797405806053,28.0,34.651598049587264,split,1
1692058820.509367,146.9541689999844,12.785977999999886,49.99,9.99375390381012,20.0,34.63038759821538,split,1
1692058822.5236475,134.91123000001187,9.34043000001111,47.86,8.6687306501548,22.0,34.67963729254269,split,1
1692058823.5299294,134.91123000001187,9.34043000001111,47.86,8.6687306501548,22.0,34.67963729254269,split,1
1692058825.536661,160.0342460000259,17.34761100000469,54.28,8.177278401997501,29.0,34.74077183072287,split,1
1692058826.545009,160.0342460000259,17.34761100000469,54.28,8.177278401997501,29.0,34.74077183072287,split,1
1692058828.5527647,131.26245699997526,16.168475999991642,38.5,8.374689826302728,23.0,34.803604203739184,split,1
1692058829.5563784,163.0103190000064,19.543468000018038,52.08,6.740878169449593,18.0,34.80635070126821,split,1
1692058831.563466,144.9533890000079,16.08113599999342,42.9,6.024844720496891,25.0,34.84111886316975,split,1
1692058832.5701227,144.9533890000079,16.08113599999342,42.9,6.024844720496891,25.0,34.84111886316975,split,1
1692058834.5846019,150.0405150000076,16.634296000003815,46.93,9.731752963194007,21.0,34.778049292639565,split,1
1692058835.5880642,150.0405150000076,16.634296000003815,46.93,9.731752963194007,21.0,34.778049292639565,split,1
1692058837.5951743,136.74609800002304,10.685519000020577,47.01,8.858390517779169,19.0,34.835176441243306,split,1
1692058838.6020536,147.64124699998413,14.403710999991745,48.29,8.67665418227216,21.0,34.81078254955368,split,1
1692058840.6130655,130.19930599999265,8.516700999985915,46.44,8.571428571428575,1.0,34.8736648588887,split,1
1692058841.6198113,130.19930599999265,8.516700999985915,46.44,8.571428571428575,1.0,34.8736648588887,split,1
1692058843.6322212,123.77656499999343,12.669278999994276,39.64,8.971962616822427,20.0,34.92906920449697,split,1
1692058844.63689,123.77656499999343,12.669278999994276,39.64,8.971962616822427,20.0,34.92906920449697,split,1
1692058846.6456003,143.23911899996455,14.358726999984356,46.2,7.267080745341614,21.0,34.91029314866217,split,1
1692058847.6531453,146.02673499999918,14.710655000002589,48.43,11.332503113325032,30.0,34.868171863830646,split,1
1692058849.6641746,119.92580599998473,9.738499999977648,34.25,8.032378580323785,19.0,34.86264141653356,split,1
1692058850.670088,119.92580599998473,9.738499999977648,34.25,8.032378580323785,19.0,34.86264141653356,split,1
1692058852.6811788,165.01523500001755,21.24652800001786,52.23,10.129709697344037,18.0,34.91211582429507,split,1
1692058853.684626,165.01523500001755,21.24652800001786,52.23,10.129709697344037,18.0,34.91211582429507,split,1
1692058855.694794,132.99229600000777,10.350742000009632,45.91,8.11648079306072,25.0,34.89064320724996,split,5
1692058856.6988704,129.68523699999554,16.774738000007346,32.94,9.141791044776115,29.0,34.90251556702315,split,5
1692058858.7042146,228.78951200001057,18.795484000002034,97.32,9.388511426806668,37.0,34.95201494294401,split,5
1692058859.7087758,228.78951200001057,18.795484000002034,97.32,9.388511426806668,37.0,34.95201494294401,split,5
1692058861.7140455,171.20062800000886,22.54266700000153,34.95,9.665427509293679,33.0,34.95213978374078,split,5
1692058862.7192085,218.06621799998916,19.672495999984676,86.41,8.007448789571692,44.0,34.94973035636305,split,5
1692058864.7272408,218.06621799998916,19.672495999984676,86.41,8.007448789571692,44.0,34.94973035636305,split,5
1692058865.7305756,212.01040700002457,25.733514999999898,68.78,8.6687306501548,34.0,34.965347940039464,split,5
1692058867.7362685,217.02202399998205,21.94647699999041,79.9,8.910891089108908,43.0,34.95714589969142,split,5
1692058868.7393427,217.02202399998205,21.94647699999041,79.9,8.910891089108908,43.0,34.95714589969142,split,5
1692058870.7451808,186.90766799999983,22.908632000006037,49.75,7.005579665220085,44.0,34.854114790113904,split,5
1692058871.7478895,180.40300000001443,17.73683200002415,69.6,9.918902058640045,43.0,34.84173058307394,split,5
1692058873.757602,210.5187529999891,23.409424999990733,70.43,10.736579275905122,45.0,34.914375442716675,split,5
1692058874.7633097,210.5187529999891,23.409424999990733,70.43,10.736579275905122,45.0,34.914375442716675,split,5
1692058876.7723212,192.0597989999759,15.842366999975638,68.38,9.181141439205954,33.0,34.93582309160244,split,5
1692058877.777524,192.0597989999759,15.842366999975638,68.38,9.181141439205954,33.0,34.93582309160244,split,5
1692058879.7836006,240.69632199995567,25.45629399997415,94.52,8.187500000000004,44.0,34.886897983346735,split,5
1692058880.786113,174.6270200000028,21.709782999998424,38.7,7.94246404002501,27.0,34.927745892051156,split,5
1692058882.7921598,199.05737099998282,15.605672999983653,75.24,9.073958980733376,15.0,34.91467506062893,split,5
1692058883.7961977,199.05737099998282,15.605672999983653,75.24,9.073958980733376,15.0,34.91467506062893,split,5
1692058885.8036795,285.6540619999892,22.403507000009995,145.56,9.130706691682299,28.0,34.935036594582755,split,5
1692058886.8062625,285.6540619999892,22.403507000009995,145.56,9.130706691682299,28.0,34.935036594582755,split,5
1692058888.8132484,220.09936099998885,26.64470699999947,79.95,8.19875776397515,44.0,34.77140776225119,split,5
1692058889.8162835,209.77663000001456,22.28192500001751,71.43,9.763681592039797,33.0,34.71200851114616,split,5
1692058891.8210132,214.54874899999936,24.408872999978485,68.26,7.840696950840076,44.0,34.79894764201951,split,5
1692058892.8250885,214.54874899999936,24.408872999978485,68.26,7.840696950840076,44.0,34.79894764201951,split,5
1692058894.8300586,210.59250400000136,24.883237999980338,68.78,8.617482951022936,49.0,34.82837261781913,split,5
1692058895.833173,211.83941800000377,22.363406999997096,75.14,9.102167182662535,42.0,34.85888370855067,split,5
1692058897.8460808,211.83941800000377,22.363406999997096,75.14,9.102167182662535,42.0,34.85888370855067,split,5
1692058898.8522387,218.9437610000174,26.7596360000025,71.64,8.457711442786064,43.0,34.903127286927344,split,5
1692058900.8582587,235.05664600000017,21.583379999996396,98.45,7.138423339540656,29.0,34.93908143639823,split,10
1692058901.8640559,235.05664600000017,21.583379999996396,98.45,7.138423339540656,29.0,34.93908143639823,split,10
1692058903.8700688,175.53241199998536,17.492813999997452,51.86,10.302282541640961,39.0,34.87158001758257,split,10
1692058904.8730693,229.96733399999795,26.965629999991506,77.3,8.28660436137072,37.0,34.85286638214617,split,10
1692058906.8795917,230.62286600001622,26.20397299999604,77.91,7.793017456359097,59.0,34.91657264073989,split,10
1692058907.8830698,230.62286600001622,26.20397299999604,77.91,7.793017456359097,59.0,34.91657264073989,split,10
1692058909.8891869,247.65156500002837,23.492859000019962,102.04,8.441961514587215,83.0,34.88465084900481,split,10
1692058910.8921566,247.65156500002837,23.492859000019962,102.04,8.441961514587215,83.0,34.88465084900481,split,10
1692058912.8971763,239.6399979999708,28.701647999987472,77.53,8.007448789571692,63.0,34.90517467599444,split,10
1692058913.8999872,235.98839800001937,28.27983499999391,77.59,7.271597265382224,86.0,34.94541086479467,split,10
1692058915.9074895,241.1173160000028,29.5064560000028,77.44,5.3836633663366324,0.0,34.94619736181435,split,10
1692058916.9102597,241.1173160000028,29.5064560000028,77.44,5.3836633663366324,0.0,34.94619736181435,split,10
1692058918.9165697,221.73462999999413,17.06428799999412,99.92,7.4859638178415455,70.0,34.89592397295349,split,10
1692058919.9205625,130.93447999999276,13.524135999992723,39.29,11.67701863354037,54.0,34.79640088976533,split,10
1692058921.9263082,130.93447999999276,13.524135999992723,39.29,11.67701863354037,54.0,34.79640088976533,split,10
1692058922.9284532,237.112622000005,21.278449000004912,94.74,8.188585607940446,1.0,34.847648036841015,split,10
1692058924.9384775,148.59116200002086,14.300440000020899,47.26,11.207970112079702,71.0,34.93176576570728,split,10
1692058925.9442797,148.59116200002086,14.300440000020899,47.26,11.207970112079702,71.0,34.93176576570728,split,10
1692058927.953812,246.36540599997295,24.070006999972975,96.62,10.647571606475715,72.0,34.976833293342665,split,10
1692058928.964185,245.27515500000413,23.146913000004133,97.98,7.17404865876482,1.0,34.95418717280788,split,10
1692058930.9740384,245.27515500000413,23.146913000004133,97.98,7.17404865876482,1.0,34.95418717280788,split,10
1692058931.9772534,170.73560599998933,13.623377999989316,62.58,8.421052631578952,74.0,34.95762029471916,split,10
1692058933.9860375,187.01822400000043,26.6351250000007,40.58,8.255741775294844,48.0,34.870331609614844,split,10
1692058934.9891021,187.01822400000043,26.6351250000007,40.58,8.255741775294844,48.0,34.870331609614844,split,10
1692058937.0035815,250.7398239999886,34.01688099998864,78.72,10.111662531017373,1.0,34.749697947692205,split,10
1692058938.0063834,139.5014289999821,13.904993999982253,39.65,8.70646766169154,31.0,34.78837362653277,split,10
1692058940.0169508,150.25011299999497,17.924331999995047,36.9,13.986444855206404,47.0,34.7072395927094,split,10
1692058941.0199862,150.25011299999497,17.924331999995047,36.9,13.986444855206404,47.0,34.7072395927094,split,10
1692058943.0287743,249.1436780000127,35.530793000012636,74.04,6.467661691542292,10.0,34.871442692706125,split,10
1692058944.0317,249.1436780000127,35.530793000012636,74.04,6.467661691542292,10.0,34.871442692706125,split,10
1692058946.0390904,171.45702799998972,22.336734999989858,36.9,7.496902106567537,60.0,34.85646179709326,split,20
1692058947.0458536,171.1562769999859,24.761349999986123,39.44,11.24223602484472,58.0,34.831805739730406,split,20
1692058949.0526748,202.75728600000647,22.228398000006564,59.1,11.24922311995028,33.0,34.82451503719881,split,20
1692058950.0561712,202.75728600000647,22.228398000006564,59.1,11.24922311995028,33.0,34.82451503719881,split,20
1692058952.0612528,248.59904600000317,31.603130000003148,80.7,7.754342431761785,53.0,34.84627478807651,split,20
1692058953.0634298,248.59904600000317,31.603130000003148,80.7,7.754342431761785,53.0,34.84627478807651,split,20
1692058955.0696037,222.1340149999877,27.29314299998805,73.88,14.694894146948945,84.0,34.84284166616523,split,20
1692058956.07274,186.85401299997793,26.888175999978557,61.6,10.229386236825789,5.0,34.82033287050689,split,20
1692058958.0781527,188.61687999999296,27.89763399999356,56.72,11.524163568773238,88.0,34.79120751261953,split,20
1692058959.0813916,188.61687999999296,27.89763399999356,56.72,11.524163568773238,88.0,34.79120751261953,split,20
1692058961.087973,242.6679369999796,28.396045999979833,81.36,11.070110701107016,86.0,34.780633497132776,split,20
1692058962.0955853,196.03458899998765,17.021134999988135,93.06,8.781694495980208,18.0,34.787175154883734,split,20
1692058964.1046782,196.03458899998765,17.021134999988135,93.06,8.781694495980208,18.0,34.787175154883734,split,20
1692058965.1075146,163.84125099999875,17.836135999998078,41.3,9.197530864197534,30.0,34.7800717135473,split,20
1692058967.1131356,205.28849499998665,24.695432999986224,54.06,13.82063882063882,57.0,34.68028646468591,split,20
1692058968.1160364,205.28849499998665,24.695432999986224,54.06,13.82063882063882,57.0,34.68028646468591,split,20
1692058970.1221519,190.35820700001116,26.02367600001162,59.54,8.944099378881987,4.0,34.58193688498742,split,20
1692058971.125384,199.62067899999795,27.379872999998042,59.62,10.70983810709838,75.0,34.69363194586104,split,20
1692058973.1366298,242.8739780000052,28.52080100000603,80.12,7.783312577833124,46.0,34.78944725738502,split,20
