timestamp,fps,fails,edge_preprocess_time,edge_inf_time,mobile_preprocess_time,mobile_inf_time,comm_time,end_to_end_latency,jpeg_compression,type,other_clients,position
1691100533.4963698,0.0028547780882980395,0.0,0.0003590583801269531,0.019650936126708984,0.6078841686248779,0.3613860607147217,0.07788944244384766,350.2899241447449,-1,split,30,1/7
1691100533.606624,4.529524603289456,0.0,0.001085519790649414,0.0330352783203125,0.029064178466796875,0.0014750957489013672,0.06528973579406738,0.11042165756225586,-1,split,30,1/7
1691100533.943728,4.0085190381904985,0.0,0.000263214111328125,0.02022409439086914,0.02436351776123047,0.001481771469116211,0.3072390556335449,0.3370966911315918,-1,split,30,1/7
1691100534.4502547,3.5000073095297775,0.0,0.0002856254577636719,0.020197629928588867,0.031768798828125,0.0017366409301757812,0.462993860244751,0.5064644813537598,-1,split,30,1/7
1691100535.2705662,3.043794043934075,0.0,0.0003669261932373047,0.020215272903442383,0.05384111404418945,0.0016300678253173828,0.7431313991546631,0.8203842639923096,-1,split,30,1/7
1691100535.3783407,4.082909929491362,0.0,0.0011811256408691406,0.039412736892700195,0.026638269424438477,0.0015268325805664062,0.07211041450500488,0.10777616500854492,-1,split,30,1/7
1691100535.8841438,3.7820756149111974,0.0,0.0002887248992919922,0.020346879959106445,0.02221369743347168,0.0015413761138916016,0.47850537300109863,0.5057990550994873,-1,split,30,1/7
1691100536.192781,3.714330639768668,0.0,0.00040078163146972656,0.02135610580444336,0.028681278228759766,0.0019669532775878906,0.270200252532959,0.30863094329833984,-1,split,30,1/7
1691100536.9079194,3.4569999504039446,0.0,0.0002803802490234375,0.020220518112182617,0.04140067100524902,0.0017635822296142578,0.6575109958648682,0.7151262760162354,-1,split,30,1/7
1691100536.98819,4.356783844531239,0.0,0.00040602684020996094,0.02001023292541504,0.023389339447021484,0.001529693603515625,0.04777717590332031,0.08029007911682129,-1,split,30,1/7
1691100537.0708656,5.06028338068552,0.0,0.0004582405090332031,0.019394636154174805,0.03141903877258301,0.0015895366668701172,0.045238494873046875,0.08267688751220703,-1,split,30,1/7
1691100538.1085472,4.718901159338288,0.08333333333333333,-1,-1,0.025140762329101562,0.0015530586242675781,-1,1.0376708507537842,-1,split,30,1/7
1691100538.486482,4.559440791713398,0.07692307692307693,0.00035691261291503906,0.020398855209350586,0.020346641540527344,0.00151824951171875,0.3484532833099365,0.3779408931732178,-1,split,30,1/7
1691100538.5683239,5.106564427800007,0.07142857142857142,0.0005753040313720703,0.0196535587310791,0.026242733001708984,0.0016374588012695312,0.04679727554321289,0.08183860778808594,-1,split,30,1/7
1691100538.641905,5.672125745165937,0.06666666666666667,0.00044798851013183594,0.0195462703704834,0.023540258407592773,0.0015935897827148438,0.044983863830566406,0.07358360290527344,-1,split,30,1/7
1691100538.7171056,6.148744553774291,0.0625,0.0004131793975830078,0.019746065139770508,0.0261383056640625,0.0017671585083007812,0.04355955123901367,0.07519912719726562,-1,split,30,1/7
1691100538.7864053,6.636095012459031,0.058823529411764705,0.0004279613494873047,0.0193483829498291,0.0208587646484375,0.0014958381652832031,0.04290771484375,0.06928229331970215,-1,split,30,1/7
1691100538.8585024,7.0377624843165565,0.05555555555555555,0.00047516822814941406,0.0194089412689209,0.023219823837280273,0.0015478134155273438,0.04383134841918945,0.07211828231811523,-1,split,30,1/7
1691100538.9516094,7.232646183190335,0.05263157894736842,0.00043320655822753906,0.019679546356201172,0.037431955337524414,0.0025014877319335938,0.04762697219848633,0.09310507774353027,-1,split,30,1/7
1691100539.0331337,7.484426064751036,0.05,0.00051116943359375,0.020175695419311523,0.02889728546142578,0.0015361309051513672,0.043501853942871094,0.08151125907897949,-1,split,30,1/7
1691100539.2325091,7.366857119649244,0.047619047619047616,0.00024437904357910156,0.020917654037475586,0.0393218994140625,0.0016186237335205078,0.1476278305053711,0.19938278198242188,-1,split,30,1/7
1691100539.7743716,7.115885588087588,0.045454545454545456,0.0002808570861816406,0.02026081085205078,0.04298973083496094,0.0018382072448730469,0.49211859703063965,0.5418634414672852,-1,split,30,1/7
1691100539.8502607,7.379349177999413,0.043478260869565216,0.00045180320739746094,0.019996166229248047,0.024371862411499023,0.0014901161193847656,0.042449235916137695,0.0758981704711914,-1,split,30,1/7
1691100539.946551,7.504611395882548,0.041666666666666664,0.000347137451171875,0.022940874099731445,0.026329755783081055,0.0015532970428466797,0.06488323211669922,0.09628677368164062,-1,split,30,1/7
1691100540.5031493,7.276294900380515,0.04,0.00027489662170410156,0.020244121551513672,0.024086952209472656,0.0015289783477783203,0.5274293422698975,0.5565762519836426,-1,split,30,1/7
1691100540.5862074,7.4594759400476685,0.038461538461538464,0.0004494190216064453,0.01974797248840332,0.0342867374420166,0.0014829635620117188,0.04334139823913574,0.08306336402893066,-1,split,30,1/7
1691100540.6940928,7.526506572578591,0.037037037037037035,0.0004661083221435547,0.020154714584350586,0.03978705406188965,0.0017518997192382812,0.05504465103149414,0.10788297653198242,-1,split,30,1/7
1691100540.7916389,7.62377186030874,0.03571428571428571,0.00048732757568359375,0.01949167251586914,0.04173731803894043,0.0017511844635009766,0.04867982864379883,0.09756159782409668,-1,split,30,1/7
1691100540.899568,7.6804225114619555,0.034482758620689655,0.00048279762268066406,0.02013874053955078,0.03879666328430176,0.0059015750885009766,0.048566579818725586,0.10791397094726562,-1,split,30,1/7
1691100541.0024178,7.748505133543094,0.03333333333333333,0.0005035400390625,0.020122528076171875,0.04373478889465332,0.0016765594482421875,0.04918670654296875,0.10284996032714844,-1,split,30,1/7
1691100541.159374,7.960759906052027,0.03333333333333333,0.0003237724304199219,0.02142333984375,0.035028696060180664,0.0021209716796875,0.11540460586547852,0.15697360038757324,-1,split,30,1/7
1691100541.8269095,7.708821909352952,0.03333333333333333,0.00028252601623535156,0.02040719985961914,0.023772478103637695,0.0015492439270019531,0.6345779895782471,0.6675324440002441,-1,split,30,1/7
1691100542.0726943,7.745563592122689,0.03333333333333333,0.0002791881561279297,0.020798444747924805,0.02276778221130371,0.0015463829040527344,0.21387338638305664,0.2457752227783203,-1,split,30,1/7
1691100542.4372509,7.771182485174658,0.03333333333333333,0.0002913475036621094,0.020323514938354492,0.05031704902648926,0.0071620941162109375,0.3014535903930664,0.3645591735839844,-1,split,30,1/7
1691100542.541575,8.050087193075637,0.03333333333333333,0.0005481243133544922,0.019518375396728516,0.04725003242492676,0.002788543701171875,0.04813265800476074,0.10431790351867676,-1,split,30,1/7
1691100542.63342,8.103700459998445,0.03333333333333333,0.0004630088806152344,0.019486665725708008,0.03934478759765625,0.0016672611236572266,0.04363560676574707,0.09185361862182617,-1,split,30,1/7
1691100542.7078416,8.485656334944599,0.03333333333333333,0.00048089027404785156,0.019504547119140625,0.022143840789794922,0.0016231536865234375,0.04310131072998047,0.07442831993103027,-1,split,30,1/7
1691100542.781663,8.829207880753701,0.03333333333333333,0.00043082237243652344,0.020090103149414062,0.02230548858642578,0.0016028881072998047,0.042330265045166016,0.07381892204284668,-1,split,30,1/7
1691100542.8576653,9.22115417829488,0.03333333333333333,0.000469207763671875,0.019896745681762695,0.02414989471435547,0.0020568370819091797,0.04232645034790039,0.07600665092468262,-1,split,30,1/7
1691100542.959841,9.132243496400893,0.03333333333333333,0.0005047321319580078,0.02217268943786621,0.02320241928100586,0.0016169548034667969,0.07363677024841309,0.10217094421386719,-1,split,30,1/7
1691100543.6659787,8.776273293004587,0.03333333333333333,0.0002932548522949219,0.020714998245239258,0.021677017211914062,0.0015561580657958984,0.6793060302734375,0.7061285972595215,-1,split,30,1/7
1691100543.77978,9.037065779632885,0.0,0.00046825408935546875,0.019408464431762695,0.04343771934509277,0.0015599727630615234,0.05531764030456543,0.11379837989807129,-1,split,30,1/7
