index,Unnamed: 0,timestamp,fps,fails,edge_preprocess_time,edge_inf_time,mobile_preprocess_time,mobile_inf_time,comm_time,end_to_end_latency,jpeg_compression,type,other_clients,position,energon_gpu_in_power_mW,energon_network_metrics_wlan0_rx_errors,energon_gpu_total_usage_percentage,energon_network_metrics_wlan0_tx_packets,energon_network_metrics_wlan0_rx_dropped,energon_network_quality_wlan0_bit_rate_Mbs,energon_network_metrics_wlan0_rx_bytes,energon_cpu_in_power_mW,energon_ram_used_percentage,energon_total_in_power_mW,energon_cpu_total_usage_percentage,energon_network_quality_wlan0_signal_level_dBm,energon_network_metrics_wlan0_rx_packets,energon_network_metrics_wlan0_tx_bytes,energon_network_metrics_wlan0_tx_errors,energon_network_quality_wlan0_link_quality_x_over_70,energon_network_metrics_wlan0_tx_dropped
14.0,14,1691100538.641905,5.672125745165937,0.0666666666666666,0.0004479885101318,0.0195462703704834,0.0235402584075927,0.0015935897827148,0.06,0.088599739074707,-1,split,30,1,115.0,0.0,99.7,8332.0,0.0,144.4,548936.0,2683.0,12.89061191185253,4370.0,60.89108910891089,-52.0,5783.0,6680285.0,0.0,58.0,0.0
15.0,15,1691100538.7171056,6.148744553774291,0.0625,0.000413179397583,0.0197460651397705,0.0261383056640625,0.0017671585083007,0.07,0.101639575958252,-1,split,30,1,115.0,0.0,99.7,8332.0,0.0,144.4,548936.0,2683.0,12.89061191185253,4370.0,60.89108910891089,-52.0,5783.0,6680285.0,0.0,58.0,0.0
16.0,16,1691100538.786405,6.636095012459031,0.0588235294117647,0.0004279613494873,0.0193483829498291,0.0208587646484375,0.0014958381652832,0.06,0.0863745784759521,-1,split,30,1,115.0,0.0,99.7,8332.0,0.0,144.4,548936.0,2683.0,12.89061191185253,4370.0,60.89108910891089,-52.0,5783.0,6680285.0,0.0,58.0,0.0
17.0,17,1691100538.8585024,7.0377624843165565,0.0555555555555555,0.0004751682281494,0.0194089412689209,0.0232198238372802,0.0015478134155273,0.07,0.09828693389892582,-1,split,30,1,115.0,0.0,99.7,8332.0,0.0,144.4,548936.0,2683.0,12.89061191185253,4370.0,60.89108910891089,-52.0,5783.0,6680285.0,0.0,58.0,0.0
18.0,18,1691100538.9516094,7.232646183190335,0.0526315789473684,0.0004332065582275,0.0196795463562011,0.0374319553375244,0.0025014877319335,0.07,0.11547810554504391,-1,split,30,1,115.0,0.0,99.7,8332.0,0.0,144.4,548936.0,2683.0,12.89061191185253,4370.0,60.89108910891089,-52.0,5783.0,6680285.0,0.0,58.0,0.0
19.0,19,1691100539.0331335,7.484426064751036,0.05,0.0005111694335937,0.0201756954193115,0.0288972854614257,0.0015361309051513,0.06,0.0980094051361084,-1,split,30,1,115.0,0.0,99.7,8332.0,0.0,144.4,548936.0,2683.0,12.89061191185253,4370.0,60.89108910891089,-52.0,5783.0,6680285.0,0.0,58.0,0.0
20.0,20,1691100539.2325091,7.366857119649244,0.0476190476190476,0.0002443790435791,0.0209176540374755,0.0393218994140625,0.0016186237335205,0.06,0.1117549514770507,-1,split,30,1,115.0,0.0,99.7,8332.0,0.0,144.4,548936.0,2683.0,12.89061191185253,4370.0,60.89108910891089,-52.0,5783.0,6680285.0,0.0,58.0,0.0
21.0,21,1691100539.7743716,7.115885588087588,0.0454545454545454,0.0002808570861816,0.0202608108520507,0.0429897308349609,0.001838207244873,0.07,0.11974484443664557,-1,split,30,1,115.0,0.0,99.7,8332.0,0.0,144.4,548936.0,2683.0,12.89061191185253,4370.0,60.89108910891089,-52.0,5783.0,6680285.0,0.0,58.0,0.0
22.0,22,1691100539.8502607,7.379349177999413,0.0434782608695652,0.0004518032073974,0.019996166229248,0.024371862411499,0.0014901161193847,0.08,0.11344893455505381,-1,split,30,1,115.0,0.0,99.7,8332.0,0.0,144.4,548936.0,2683.0,12.89061191185253,4370.0,60.89108910891089,-52.0,5783.0,6680285.0,0.0,58.0,0.0
23.0,23,1691100539.946551,7.504611395882548,0.0416666666666666,0.0003471374511718,0.0229408740997314,0.026329755783081,0.0015532970428466,0.07,0.1014035415649414,-1,split,30,1,115.0,0.0,99.7,8332.0,0.0,144.4,548936.0,2683.0,12.89061191185253,4370.0,60.89108910891089,-52.0,5783.0,6680285.0,0.0,58.0,0.0
