timestamp,energon_total_in_power_mW,energon_cpu_in_power_mW,energon_gpu_in_power_mW,energon_cpu_total_usage_percentage,energon_gpu_total_usage_percentage,energon_ram_used_percentage,energon_network_quality_wlan0_link_quality_x_over_70,energon_network_quality_wlan0_signal_level_dBm,energon_network_quality_wlan0_bit_rate_Mbs,energon_network_metrics_wlan0_rx_packets,energon_network_metrics_wlan0_rx_bytes,energon_network_metrics_wlan0_rx_errors,energon_network_metrics_wlan0_rx_dropped,energon_network_metrics_wlan0_tx_packets,energon_network_metrics_wlan0_tx_bytes,energon_network_metrics_wlan0_tx_errors,energon_network_metrics_wlan0_tx_dropped
1690668170.445716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690668170.445716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690668171.4652147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690668171.4652147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690668172.4853988,5068.0,3488.0,115.0,76.61691542288558,0.0,12.639220934334825,60.0,-50.0,144.4,892.0,89431.0,0.0,0.0,789.0,123390.0,0.0,0.0
1690668172.4853988,5068.0,3488.0,115.0,76.61691542288558,0.0,12.639220934334825,60.0,-50.0,144.4,892.0,89431.0,0.0,0.0,789.0,123390.0,0.0,0.0
1690668173.517358,5068.0,3488.0,115.0,76.3681592039801,0.0,12.64207876982993,60.0,-50.0,144.4,901.0,90037.0,0.0,0.0,800.0,127936.0,0.0,0.0
1690668173.517358,5068.0,3488.0,115.0,76.3681592039801,0.0,12.64207876982993,60.0,-50.0,144.4,901.0,90037.0,0.0,0.0,800.0,127936.0,0.0,0.0
1690668174.5374064,5068.0,3488.0,115.0,76.3681592039801,0.0,12.64207876982993,60.0,-50.0,144.4,901.0,90037.0,0.0,0.0,800.0,127936.0,0.0,0.0
1690668174.5374064,5068.0,3488.0,115.0,76.3681592039801,0.0,12.64207876982993,60.0,-50.0,144.4,901.0,90037.0,0.0,0.0,800.0,127936.0,0.0,0.0
