Unnamed: 0,timestamp,fps,fails,edge_preprocess_time,edge_inf_time,mobile_preprocess_time,mobile_inf_time,comm_time,end_to_end_latency,jpeg_compression,type,other_clients,position,energon_network_quality_wlan0_signal_level_dBm,energon_network_metrics_wlan0_rx_dropped,energon_gpu_total_usage_percentage,energon_network_metrics_wlan0_rx_errors,energon_network_quality_wlan0_bit_rate_Mbs,energon_network_metrics_wlan0_tx_packets,energon_network_metrics_wlan0_tx_errors,energon_network_metrics_wlan0_rx_packets,energon_cpu_in_power_mW,energon_network_metrics_wlan0_tx_bytes,energon_ram_used_percentage,energon_network_metrics_wlan0_rx_bytes,energon_network_metrics_wlan0_tx_dropped,energon_cpu_total_usage_percentage,energon_total_in_power_mW,energon_network_quality_wlan0_link_quality_x_over_70,energon_gpu_in_power_mW
60,1690668214.8898842,6.3173316127245815,0.0,0.0168414115905761,0.0668094158172607,0.0089533329010009,-1,0.02,0.034235258102416996,100,edge,0,1,-54.0,0.0,0.0,0.0,144.4,6953.0,0.0,2963.0,2665.0,8291499.0,12.829808998042877,257656.0,0.0,56.68316831683169,4386.0,56.0,114.0
61,1690668215.0438185,6.317028342938468,0.0,0.0167114734649658,0.0671162605285644,0.0080482959747314,-1,0.02,0.03320672035217283,100,edge,0,1,-54.0,0.0,0.0,0.0,144.4,6953.0,0.0,2963.0,2665.0,8291499.0,12.829808998042877,257656.0,0.0,56.68316831683169,4386.0,56.0,114.0
62,1690668215.210074,6.317322946509998,0.0,0.0159690380096435,0.065373420715332,0.0145032405853271,-1,0.02,0.0400190544128418,100,edge,0,1,-54.0,0.0,0.0,0.0,144.4,6953.0,0.0,2963.0,2665.0,8291499.0,12.829808998042877,257656.0,0.0,56.68316831683169,4386.0,56.0,114.0
63,1690668215.3625343,6.33897448253989,0.0,0.0169098377227783,0.0657789707183837,0.0083191394805908,-1,0.02,0.035218973159790015,100,edge,0,1,-54.0,0.0,0.0,0.0,144.4,6953.0,0.0,2963.0,2665.0,8291499.0,12.829808998042877,257656.0,0.0,56.68316831683169,4386.0,56.0,114.0
64,1690668215.5253146,6.334404030350364,0.0,0.0158851146697998,0.0633242130279541,0.0164849758148193,-1,0.25,0.2696750164031983,100,edge,0,1,-54.0,0.0,0.0,0.0,144.4,6953.0,0.0,2963.0,2665.0,8291499.0,12.829808998042877,257656.0,0.0,56.68316831683169,4386.0,56.0,114.0
65,1690668215.6691515,6.36884073201035,0.0,0.01692795753479,0.0644893646240234,0.0083570480346679,-1,0.02,0.030789394378662082,100,edge,0,1,-54.0,0.0,0.0,0.0,144.4,6953.0,0.0,2963.0,2665.0,8291499.0,12.829808998042877,257656.0,0.0,56.68316831683169,4386.0,56.0,114.0
66,1690668215.82943,6.384977547246857,0.0,0.0163781642913818,0.0655038356781005,0.0082814693450927,-1,0.02,0.03052689552307129,100,edge,0,1,-54.0,0.0,0.0,0.0,144.4,6953.0,0.0,2963.0,2665.0,8291499.0,12.829808998042877,257656.0,0.0,56.68316831683169,4386.0,56.0,114.0
67,1690668215.984876,6.353623939665983,0.0,0.0168018341064453,0.0656204223632812,0.0084588527679443,-1,0.02,0.0372224044799805,100,edge,0,1,-54.0,0.0,0.0,0.0,144.4,6953.0,0.0,2963.0,2665.0,8291499.0,12.829808998042877,257656.0,0.0,56.68316831683169,4386.0,56.0,114.0
68,1690668216.1466627,6.352499165700315,0.0,0.0169124603271484,0.0655245780944824,0.0080657005310058,-1,0.02,0.033315916061401316,100,edge,0,1,-54.0,0.0,0.0,0.0,144.4,6953.0,0.0,2963.0,2665.0,8291499.0,12.829808998042877,257656.0,0.0,56.68316831683169,4386.0,56.0,114.0
69,1690668216.2918954,6.355254551605802,0.0,0.0156548023223876,0.0620536804199218,0.00803804397583,-1,0.02,0.03320362091064462,100,edge,0,1,-54.0,0.0,0.0,0.0,144.4,6953.0,0.0,2963.0,2665.0,8291499.0,12.829808998042877,257656.0,0.0,56.68316831683169,4386.0,56.0,114.0
